# author : Oliver Czoske
# source : E-SPE-NOVA-MET-1049_3-0 (METIS transmission budget)
# date_created : 2020-02-28
# date_modified : 2020-04-13
# status : version 3.0
# type : mirror:reflection
# wavelength_unit : um
# description : Gold
# comment : extracted from excel sheet "CFO only"
#
wavelength	reflection
12.83	0.9905355
12.84	0.9905367
12.85	0.9905378
12.86	0.9905390
12.87	0.9905401
12.88	0.9905413
12.89	0.9905425
12.90	0.9905437
12.91	0.9905449
12.92	0.9905461
12.93	0.9905473
12.94	0.9905485
12.95	0.9905497
12.96	0.9905509
12.97	0.9905515
12.98	0.9905520
12.99	0.9905526
13.00	0.9905532
13.01	0.9905538
13.02	0.9905544
13.03	0.9905550
13.04	0.9905556
13.05	0.9905562
13.06	0.9905568
13.07	0.9905575
13.08	0.9905581
13.09	0.9905587
13.10	0.9905594
13.11	0.9905601
13.12	0.9905607
13.13	0.9905614
13.14	0.9905621
13.15	0.9905628
13.16	0.9905634
13.17	0.9905641
13.18	0.9905648
13.19	0.9905656
13.20	0.9905663
13.21	0.9905670
13.22	0.9905677
13.23	0.9905685
13.24	0.9905692
13.25	0.9905700
13.26	0.9905707
13.27	0.9905715
13.28	0.9905722
13.29	0.9905730
13.30	0.9905738
13.31	0.9905746
13.32	0.9905754
13.33	0.9905762
13.34	0.9905770
13.35	0.9905778
13.36	0.9905786
13.37	0.9905794
13.38	0.9905803
13.39	0.9905811
13.40	0.9905819
13.41	0.9905828
13.42	0.9905837
13.43	0.9905845
13.44	0.9905854
13.45	0.9905862
13.46	0.9905871
13.47	0.9905880
13.48	0.9905889
13.49	0.9905898
13.50	0.9905907
13.51	0.9905916
13.52	0.9905925
13.53	0.9905934
13.54	0.9905944
13.55	0.9905953
13.56	0.9905962
13.57	0.9905972
13.58	0.9905981
13.59	0.9905990
13.60	0.9906000
13.61	0.9906010
13.62	0.9906019
13.63	0.9906029
13.64	0.9906039
13.65	0.9906049
13.66	0.9906059
13.67	0.9906069
13.68	0.9906079
13.69	0.9906089
13.70	0.9906099
13.71	0.9906109
13.72	0.9906119
13.73	0.9906129
13.74	0.9906140
13.75	0.9906150
13.76	0.9906160
13.77	0.9906171
13.78	0.9906181
13.79	0.9906192
13.80	0.9906203
13.81	0.9906213
13.82	0.9906224
13.83	0.9906235
13.84	0.9906245
13.85	0.9906256
13.86	0.9906267
13.87	0.9906278
13.88	0.9906289
13.89	0.9906300
13.90	0.9906311
13.91	0.9906323
13.92	0.9906334
13.93	0.9906345
13.94	0.9906356
13.95	0.9906368
13.96	0.9906379
13.97	0.9906390
13.98	0.9906402
13.99	0.9906413
14.00	0.9906425
14.01	0.9906437
14.02	0.9906448
14.03	0.9906460
14.04	0.9906472
14.05	0.9906484
14.06	0.9906495
14.07	0.9906507
14.08	0.9906519
14.09	0.9906531
14.10	0.9906539
14.11	0.9906546
14.12	0.9906553
14.13	0.9906561
14.14	0.9906569
14.15	0.9906576
14.16	0.9906584
14.17	0.9906592
14.18	0.9906599
14.19	0.9906607
14.20	0.9906615
14.21	0.9906623
14.22	0.9906631
14.23	0.9906639
14.24	0.9906647
14.25	0.9906655
14.26	0.9906663
14.27	0.9906672
14.28	0.9906680
14.29	0.9906688
14.30	0.9906697
14.31	0.9906705
14.32	0.9906713
14.33	0.9906722
14.34	0.9906731
14.35	0.9906739
14.36	0.9906748
14.37	0.9906757
14.38	0.9906765
14.39	0.9906774
14.40	0.9906783
14.41	0.9906792
14.42	0.9906801
14.43	0.9906810
14.44	0.9906819
14.45	0.9906828
14.46	0.9906837
14.47	0.9906846
14.48	0.9906856
14.49	0.9906865
14.50	0.9906874
14.51	0.9906884
14.52	0.9906893
14.53	0.9906902
14.54	0.9906912
14.55	0.9906921
14.56	0.9906931
14.57	0.9906941
14.58	0.9906950
14.59	0.9906960
14.60	0.9906970
14.61	0.9906980
14.62	0.9906990
14.63	0.9906999
14.64	0.9907009
14.65	0.9907019
14.66	0.9907029
14.67	0.9907040
14.68	0.9907050
14.69	0.9907060
14.70	0.9907070
14.71	0.9907080
14.72	0.9907090
14.73	0.9907101
14.74	0.9907111
14.75	0.9907122
14.76	0.9907132
14.77	0.9907143
14.78	0.9907153
14.79	0.9907164
14.80	0.9907174
14.81	0.9907185
14.82	0.9907196
14.83	0.9907206
14.84	0.9907217
14.85	0.9907228
14.86	0.9907239
14.87	0.9907250
14.88	0.9907261
14.89	0.9907272
14.90	0.9907283
14.91	0.9907294
14.92	0.9907305
14.93	0.9907316
14.94	0.9907327
14.95	0.9907338
14.96	0.9907349
14.97	0.9907361
14.98	0.9907372
14.99	0.9907383
15.00	0.9907395
15.01	0.9907406
15.02	0.9907418
15.03	0.9907429
15.04	0.9907441
15.05	0.9907452
15.06	0.9907464
15.07	0.9907475
15.08	0.9907483
15.09	0.9907491
15.10	0.9907499
15.11	0.9907508
15.12	0.9907516
15.13	0.9907524
15.14	0.9907532
15.15	0.9907540
15.16	0.9907549
15.17	0.9907557
15.18	0.9907565
15.19	0.9907574
15.20	0.9907582
15.21	0.9907591
15.22	0.9907599
15.23	0.9907608
15.24	0.9907616
15.25	0.9907625
15.26	0.9907634
15.27	0.9907642
15.28	0.9907651
15.29	0.9907660
15.30	0.9907669
15.31	0.9907678
15.32	0.9907687
15.33	0.9907695
15.34	0.9907704
15.35	0.9907714
15.36	0.9907723
15.37	0.9907732
15.38	0.9907741
15.39	0.9907750
15.40	0.9907759
15.41	0.9907768
15.42	0.9907778
15.43	0.9907787
15.44	0.9907796
15.45	0.9907806
15.46	0.9907815
15.47	0.9907825
15.48	0.9907834
15.49	0.9907844
15.50	0.9907853
15.51	0.9907863
15.52	0.9907873
15.53	0.9907882
15.54	0.9907892
15.55	0.9907902
15.56	0.9907912
15.57	0.9907921
15.58	0.9907931
15.59	0.9907941
15.60	0.9907951
15.61	0.9907961
15.62	0.9907971
15.63	0.9907981
15.64	0.9907991
15.65	0.9908001
15.66	0.9908011
15.67	0.9908021
15.68	0.9908032
15.69	0.9908042
15.70	0.9908052
15.71	0.9908062
15.72	0.9908073
15.73	0.9908083
15.74	0.9908093
15.75	0.9908104
15.76	0.9908114
15.77	0.9908125
15.78	0.9908135
15.79	0.9908146
15.80	0.9908156
15.81	0.9908167
15.82	0.9908178
15.83	0.9908188
15.84	0.9908199
15.85	0.9908210
15.86	0.9908221
15.87	0.9908231
15.88	0.9908242
15.89	0.9908253
15.90	0.9908264
15.91	0.9908275
15.92	0.9908286
15.93	0.9908297
15.94	0.9908308
15.95	0.9908319
15.96	0.9908330
15.97	0.9908341
15.98	0.9908352
15.99	0.9908363
16.00	0.9908375
16.01	0.9908386
16.02	0.9908397
16.03	0.9908408
16.04	0.9908420
16.05	0.9908431
16.06	0.9908442
16.07	0.9908454
16.08	0.9908465
16.09	0.9908477
16.10	0.9908488
16.11	0.9908499
16.12	0.9908511
16.13	0.9908523
16.14	0.9908534
16.15	0.9908546
16.16	0.9908557
16.17	0.9908569
16.18	0.9908581
16.19	0.9908593
16.20	0.9908604
16.21	0.9908613
16.22	0.9908622
16.23	0.9908630
16.24	0.9908639
16.25	0.9908648
16.26	0.9908657
16.27	0.9908665
16.28	0.9908674
16.29	0.9908683
16.30	0.9908692
16.31	0.9908701
16.32	0.9908710
16.33	0.9908719
16.34	0.9908728
16.35	0.9908737
16.36	0.9908746
16.37	0.9908755
16.38	0.9908764
16.39	0.9908773
16.40	0.9908783
16.41	0.9908792
16.42	0.9908801
16.43	0.9908810
16.44	0.9908820
16.45	0.9908829
16.46	0.9908838
16.47	0.9908848
16.48	0.9908857
16.49	0.9908867
16.50	0.9908876
16.51	0.9908886
16.52	0.9908895
16.53	0.9908905
16.54	0.9908914
16.55	0.9908924
16.56	0.9908934
16.57	0.9908943
16.58	0.9908953
16.59	0.9908963
16.60	0.9908972
16.61	0.9908982
16.62	0.9908992
16.63	0.9909002
16.64	0.9909012
16.65	0.9909022
16.66	0.9909032
16.67	0.9909041
16.68	0.9909051
16.69	0.9909061
16.70	0.9909071
16.71	0.9909081
16.72	0.9909092
16.73	0.9909102
16.74	0.9909112
16.75	0.9909122
16.76	0.9909132
16.77	0.9909142
16.78	0.9909153
16.79	0.9909163
16.80	0.9909173
16.81	0.9909183
16.82	0.9909194
16.83	0.9909204
16.84	0.9909214
16.85	0.9909225
16.86	0.9909235
16.87	0.9909246
16.88	0.9909256
16.89	0.9909267
16.90	0.9909277
16.91	0.9909288
16.92	0.9909298
16.93	0.9909309
16.94	0.9909320
16.95	0.9909330
16.96	0.9909341
16.97	0.9909352
16.98	0.9909362
16.99	0.9909373
17.00	0.9909384
17.01	0.9909395
17.02	0.9909405
17.03	0.9909416
17.04	0.9909427
17.05	0.9909438
17.06	0.9909449
17.07	0.9909459
17.08	0.9909468
17.09	0.9909478
17.10	0.9909487
17.11	0.9909497
17.12	0.9909507
17.13	0.9909517
17.14	0.9909526
17.15	0.9909536
17.16	0.9909546
17.17	0.9909556
17.18	0.9909566
17.19	0.9909576
17.20	0.9909586
17.21	0.9909596
17.22	0.9909605
17.23	0.9909615
17.24	0.9909625
17.25	0.9909636
17.26	0.9909646
17.27	0.9909656
17.28	0.9909666
17.29	0.9909676
17.30	0.9909686
17.31	0.9909696
17.32	0.9909707
17.33	0.9909717
17.34	0.9909727
17.35	0.9909737
17.36	0.9909748
17.37	0.9909758
17.38	0.9909768
17.39	0.9909779
17.40	0.9909789
17.41	0.9909799
17.42	0.9909810
17.43	0.9909820
17.44	0.9909831
17.45	0.9909841
17.46	0.9909852
17.47	0.9909862
17.48	0.9909873
17.49	0.9909884
17.50	0.9909894
17.51	0.9909905
17.52	0.9909915
17.53	0.9909926
17.54	0.9909937
17.55	0.9909948
17.56	0.9909958
17.57	0.9909969
17.58	0.9909980
17.59	0.9909991
17.60	0.9910002
17.61	0.9910012
17.62	0.9910023
17.63	0.9910034
17.64	0.9910045
17.65	0.9910056
17.66	0.9910067
17.67	0.9910078
17.68	0.9910089
17.69	0.9910100
17.70	0.9910111
17.71	0.9910122
17.72	0.9910133
17.73	0.9910144
17.74	0.9910155
17.75	0.9910167
17.76	0.9910178
17.77	0.9910189
17.78	0.9910200
17.79	0.9910211
17.80	0.9910223
17.81	0.9910234
17.82	0.9910245
17.83	0.9910256
17.84	0.9910268
17.85	0.9910279
17.86	0.9910290
17.87	0.9910302
17.88	0.9910313
17.89	0.9910325
17.90	0.9910336
17.91	0.9910347
17.92	0.9910359
17.93	0.9910370
17.94	0.9910382
17.95	0.9910393
17.96	0.9910405
17.97	0.9910417
17.98	0.9910428
17.99	0.9910440
18.00	0.9910451
18.01	0.9910460
18.02	0.9910469
18.03	0.9910478
18.04	0.9910486
18.05	0.9910495
18.06	0.9910504
18.07	0.9910513
18.08	0.9910521
18.09	0.9910530
18.10	0.9910539
18.11	0.9910548
18.12	0.9910557
18.13	0.9910566
18.14	0.9910575
18.15	0.9910584
18.16	0.9910593
18.17	0.9910602
18.18	0.9910611
18.19	0.9910620
18.20	0.9910629
18.21	0.9910638
18.22	0.9910647
18.23	0.9910656
18.24	0.9910665
18.25	0.9910674
18.26	0.9910684
18.27	0.9910693
18.28	0.9910702
18.29	0.9910711
18.30	0.9910720
18.31	0.9910730
18.32	0.9910739
18.33	0.9910748
18.34	0.9910758
18.35	0.9910767
18.36	0.9910776
18.37	0.9910786
18.38	0.9910795
18.39	0.9910805
18.40	0.9910814
18.41	0.9910823
18.42	0.9910833
18.43	0.9910842
18.44	0.9910852
18.45	0.9910861
18.46	0.9910871
18.47	0.9910881
18.48	0.9910890
18.49	0.9910900
18.50	0.9910909
18.51	0.9910919
18.52	0.9910929
18.53	0.9910938
18.54	0.9910948
18.55	0.9910958
18.56	0.9910968
18.57	0.9910977
18.58	0.9910987
18.59	0.9910997
18.60	0.9911007
18.61	0.9911016
18.62	0.9911026
18.63	0.9911036
18.64	0.9911046
18.65	0.9911056
18.66	0.9911066
18.67	0.9911076
18.68	0.9911086
18.69	0.9911096
18.70	0.9911106
18.71	0.9911116
18.72	0.9911126
18.73	0.9911136
18.74	0.9911146
18.75	0.9911156
18.76	0.9911166
18.77	0.9911176
18.78	0.9911186
18.79	0.9911196
18.80	0.9911206
18.81	0.9911216
18.82	0.9911226
18.83	0.9911237
18.84	0.9911247
18.85	0.9911257
18.86	0.9911267
18.87	0.9911278
18.88	0.9911288
18.89	0.9911298
18.90	0.9911308
18.91	0.9911319
18.92	0.9911329
18.93	0.9911339
18.94	0.9911350
18.95	0.9911360
18.96	0.9911370
18.97	0.9911381
18.98	0.9911391
18.99	0.9911402
19.00	0.9911412
